STATE/UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,CRUELTY BY HUSBAND OR RELATIVES,DOWRY DEATH,IMMORAL TRAFFIC(PREVENTION)ACT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,INSULT TO THE MODESTY OF WOMEN,KIDNAPPING & ABDUCTION,RAPE
Andhra Pradesh,12.457643527931099,27.342917997870106,1.32152192855068,0.6752831832704039,1.70394036208733,8.519701810436631,3.69348436441088,2.87539936102236
Arunachal Pradesh,10.1221640488656,2.26876090750436,0.0,0.0,0.0,1.04712041884817,4.8865619546247805,10.2966841186736
Assam,9.264117078558607,30.3603479221317,1.17354687284274,0.255419025265774,0.0,0.06903216899075,14.441529752864804,11.2591467623913
Bihar,1.58778759513603,5.53757326568104,2.83221065523576,0.087481410200333,0.0,0.0262444230601,4.34345201644651,2.03175575190272
Chhattisgarh,13.5965285459032,7.59806006976942,1.08908363822003,0.076576193312346,0.008508465923594,1.29328682038628,1.94843869650302,8.304262741427719
Goa,4.677623261694059,2.65486725663717,0.3792667509481671,2.90771175726928,0.126422250316056,1.26422250316056,2.7812895069532204,5.94184576485461
Gujarat,2.66173616958957,20.1588986929301,0.087870244938308,0.150111668436276,0.0,0.4173836634569621,4.2543843590964014,1.5853256690953
Haryana,3.986564129762221,23.132679218598103,2.48386811632635,0.795544948289578,0.0,5.34782993016883,5.82515689914258,5.33015115354018
Himachal Pradesh,9.748620478234212,8.70631514408339,0.030656039239730006,0.15328019619865102,0.0,1.13427345187002,3.7400367872470897,5.61005518087063
Jammu & Kashmir,17.9203539823009,3.61356932153392,0.22123893805309694,0.110619469026549,0.036873156342182994,6.83997050147493,15.210176991150401,4.3694690265486695
Jharkhand,1.85833557769997,4.78050094263399,1.98626447616483,0.006733099919203,0.0,0.558847293293832,3.48101265822785,4.84109884190681
Karnataka,7.6284198771636,11.1146007816862,0.921273031825796,1.1481016192071498,0.0034896705750980003,0.223338916806253,1.4237855946398703,1.77624232272473
Kerala,14.5458710342458,22.9469705646547,0.114534417592487,1.79819035620204,0.13744130111098402,2.26205474745161,0.990722712175008,3.2527774596266203
Madhya Pradesh,18.862902261036,11.9123100849384,2.5660964230171097,0.056824979064481,0.002990788371815,2.17729393468118,2.51525302069626,8.966383538700802
Maharashtra,6.10133251880417,14.663434004047199,0.650986980260395,0.51735328929785,0.001909052728036,2.0980489481119498,1.76778282616166,2.8311251956779
Manipur,3.2883642495784104,2.1079258010118003,0.0,0.0,0.0,0.16863406408094395,8.1787521079258,2.61382799325464
Meghalaya,5.69169960474308,1.8972332015810296,0.0,0.07905138339921,0.0,0.07905138339921,2.05533596837945,8.853754940711461
Mizoram,12.8421052631579,0.842105263157895,0.0,0.210526315789474,0.0,0.210526315789474,0.0,17.4736842105263
Nagaland,1.0536398467433,0.0,0.0,0.28735632183908,0.0,0.0,0.957854406130268,2.10727969348659
Odisha,13.637742718446601,10.350930420712,1.94174757281553,0.07079288025889999,0.0,1.0618932038835,4.04025080906149,5.17293689320388
Punjab,2.5469061876247503,8.47105788423154,1.0059880239521,0.471057884231537,0.0,0.26347305389221604,4.09580838323353,4.07984031936128
Rajasthan,7.91275274637797,33.0234039165738,1.38831396274479,0.19742079286737804,0.337525871676485,0.076420952077695,7.355516637478111,4.83680942525076
Sikkim,3.5714285714285694,2.14285714285714,0.0,0.3571428571428571,0.0,0.0,2.14285714285714,6.428571428571429
Tamil Nadu,3.74773687386844,4.405552202776099,0.585395292697646,2.16053108026554,0.006035003017502,1.51176825588413,3.4188292094146,1.79843089921545
Tripura,22.273781902552198,47.2737819025522,1.68213457076566,0.0,0.0,0.290023201856148,5.33642691415313,11.0208816705336
Uttar Pradesh,3.0354609929078,9.346426623022367,2.43535188216039,0.042553191489362,0.0,2.75395526459356,5.54064375340971,1.91925804691762
Uttarakhand,2.51479289940828,7.628909551986481,1.98647506339814,0.126796280642434,0.0,5.26204564666103,5.21978021978022,2.34573119188504
West Bengal,4.5581504518249005,37.8171576106091,1.18765403121699,0.147869968313578,0.004694284708368,0.25349137425184803,5.13320032859993,5.482924539373308
A&N Islands,13.953488372093,9.76744186046512,0.465116279069767,0.465116279069767,0.0,3.2558139534883703,6.5116279069767415,8.37209302325581
Chandigarh,4.72727272727273,9.27272727272727,0.363636363636364,0.7272727272727271,0.0,0.363636363636364,6.5454545454545485,5.27272727272727
D&N Haveli,1.4388489208633102,2.15827338129496,0.0,0.0,0.0,0.7194244604316551,6.47482014388489,2.8776978417266204
Daman & Diu,4.3956043956044,3.2967032967033,0.0,4.3956043956044,0.0,1.0989010989011,0.0,1.0989010989011
Delhi UT,7.078738137984098,16.4529366504232,1.80815593741985,0.34624262631444,0.0,1.51320851500385,21.2233906129777,6.014362657091559
Lakshadweep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7027027027027
Puducherry,8.61788617886179,1.6260162601626,0.0,1.46341463414634,0.0,2.6016260162601603,2.11382113821138,0.16260162601626002
