STATE/UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,CRUELTY BY HUSBAND OR RELATIVES,DOWRY DEATH,IMMORAL TRAFFIC(PREVENTION)ACT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,INSULT TO THE MODESTY OF WOMEN,KIDNAPPING & ABDUCTION,RAPE
Andhra Pradesh,11.327233812357399,31.4909330385493,1.18540818966531,1.11014417762307,0.04939200790272099,8.7353293976527,3.29985652797704,3.1540325046452
Arunachal Pradesh,11.2794612794613,4.37710437710438,0.16835016835016794,0.16835016835016794,0.0,0.336700336700337,9.76430976430977,7.7441077441077395
Assam,12.2169842639931,42.5403359670673,0.929553150521214,0.199189960825974,0.019918996082598,0.033198326804329,22.309275612509108,11.393665759245698
Bihar,0.247182538020026,7.721312162218782,2.6708282709790896,0.073316854497465,0.010473836356781,0.077506389040178,7.9370731911684596,1.9418492605471496
Chhattisgarh,13.0757922247632,8.00392028748775,0.661548513557661,0.040836327997387,0.008167265599477,1.3230970271153202,2.85854295981705,8.44495262985952
Goa,5.68445475638051,2.7842227378190296,0.0,4.64037122969838,0.0,1.8561484918793505,1.8561484918793505,6.38051044083527
Gujarat,2.6270319827920603,23.477555626079894,0.07405056595789701,0.155153566768927,0.0,0.327938220670687,5.38453401036708,1.6679008427659698
Haryana,4.42328755581768,26.430196309714397,2.17372988457326,0.581346364478895,0.016850619260258003,3.65658437947595,7.5827786671160196,5.62810683292611
Himachal Pradesh,7.46045956430916,7.490301402566402,0.059683676514473,0.17905102954342,0.0,2.0292450014920904,4.53595941509997,5.461056401074308
Jammu & Kashmir,23.3816766890697,5.32366466218606,0.14149274849664,0.05305978068624,0.0,6.13724796604174,18.4117438981252,5.35903784931022
Jharkhand,1.8339145034224495,8.14283869301304,1.950148521245,0.077489345215033,0.0,0.064574454345861,5.075552111584661,5.243445692883902
Karnataka,10.0665922996315,12.453098063076801,0.7369097116587231,1.13240712571409,0.0,0.338031977825102,3.6169421627285896,2.0991785822938898
Kerala,20.960772209439398,29.2721252595544,0.17958359054941395,1.17851731298053,0.016835961614008,2.79476962792525,1.2009652617992,5.71861496155789
Madhya Pradesh,18.9768741623656,11.371866890986302,2.11868031594856,0.037069776725883,0.0,2.20707747583336,3.21366449000542,9.76646040662694
Maharashtra,7.21766723527578,13.6007630367395,0.6034593444487241,0.6713255929125629,0.00366844586291,2.37348447330289,2.0910141418588,3.3731359709459103
Manipur,3.9869812855980498,3.49877949552482,0.0,1.22050447518308,0.0,0.081366965012205,10.821806346623301,5.12611879576892
Meghalaya,3.27993897787948,1.22044241037376,0.07627765064836001,0.53394355453852,0.0,0.0,1.83066361556064,12.509534706331001
Mizoram,17.2413793103448,1.6227180527383402,0.0,0.0,0.0,0.0,0.608519269776876,20.8924949290061
Nagaland,1.4787430683918703,0.0,0.0,0.369685767097967,0.0,0.0,0.924214417744917,1.94085027726433
Odisha,20.5951795376291,12.975897688145599,2.58239055582882,0.118052139695032,0.0049188391539600005,1.4953271028037398,6.70929660600098,7.171667486473192
Punjab,2.63157894736842,10.007739938080501,0.913312693498452,0.6656346749226011,0.0,0.23993808049535606,5.3328173374613,5.26315789473684
Rajasthan,7.14068856639747,40.4153257635558,1.45121136681037,0.30056469731009805,0.18823243669925305,0.054648126783654015,8.188110996417509,6.220778432205959
Sikkim,6.529209621993131,1.3745704467354,0.343642611683849,0.0,0.0,0.0,3.4364261168384904,11.683848797250901
Tamil Nadu,4.4190724088973,5.81223379081874,0.3253667770941789,1.47893989588263,0.100567912920019,1.12991008045433,5.007690487458589,2.1799574065310003
Tripura,17.581187010078402,48.040313549832,2.07166853303471,0.0,0.0,0.39193729003359495,6.38297872340426,12.821948488241901
Uttar Pradesh,3.3606574344325097,7.92916433790805,2.3225485934298,0.032085118714939,0.0,0.008280030636113002,8.18688029145708,2.03171251733631
Uttarakhand,2.8143348856043704,7.450900992103668,1.43753796315044,0.24296416278598895,0.0,1.4780319902814298,5.18323547276777,2.9965580076938703
West Bengal,7.6241053927155,45.2773852395496,1.3515977572138402,0.248438710853809,0.015954779596116,1.26726535077723,9.49993162237316,4.663354150521951
A&N Islands,7.05394190871369,2.0746887966805,0.8298755186721991,0.8298755186721991,0.0,1.6597510373444,2.9045643153527005,4.9792531120332
Chandigarh,7.12025316455696,11.5506329113924,0.7911392405063291,0.0,0.0,3.95569620253165,10.4430379746835,4.27215189873418
D&N Haveli,1.18343195266272,0.0,0.0,1.18343195266272,0.0,0.0,5.32544378698225,1.77514792899408
Daman & Diu,0.0,3.09278350515464,0.0,3.09278350515464,0.0,0.0,0.0,5.1546391752577305
Delhi UT,8.588304784406379,23.4494979326639,1.58298877731837,0.283520378027171,0.0,2.45717660956881,25.516834022445398,8.3402244536326
Lakshadweep,2.56410256410256,2.56410256410256,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,1.3215859030836998,0.8810572687224669,0.0,0.5873715124816451,0.0,0.29368575624082205,2.3494860499265804,1.90895741556535
