STATE/UT,CRIME HEAD,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Manipur,KIDNAPPING & ABDUCTION,5.7889822595705,7.55064456721915,6.45454545454545,6.37342908438061,6.11160318866253,6.91163604549431,7.17372515125324,7.42954739538856,8.1787521079258,8.91666666666667,9.55518945634267,10.8218063466233
Meghalaya,KIDNAPPING & ABDUCTION,0.962379702537183,0.863557858376511,0.852514919011083,1.51387720773759,1.578073089701,2.05086136177194,1.78282009724473,2,2.05533596837945,2.890625,2.85493827160494,1.83066361556064
Mizoram,KIDNAPPING & ABDUCTION,0.233100233100233,0.459770114942529,0.453514739229025,0,0,0.218340611353712,0,0.212765957446808,0,0,0,0.608519269776876
Nagaland,KIDNAPPING & ABDUCTION,0.63626723223754,0.418410041841004,0.309917355371901,0.407747196738023,0.906344410876133,0.298210735586481,0.588812561334642,0.678952473326867,0.957854406130268,0.568181818181818,0.280636108512629,0.924214417744917
Odisha,KIDNAPPING & ABDUCTION,2.39197530864197,2.35230057173972,2.00753498385361,2.25131726009899,2.87985679688323,3.00583454886435,3.40328984685196,3.8905340549372,4.04025080906149,4.56845163552572,5.00297796307326,6.70929660600098
Punjab,KIDNAPPING & ABDUCTION,2.84860207490768,3.07291666666667,2.52849918573755,2.6324699509057,2.75083612040134,3.45340383344349,4.45079624336464,4.14984660100113,4.09580838323353,4.54940368059395,4.04158849280801,5.3328173374613
Rajasthan,KIDNAPPING & ABDUCTION,7.9927640565585,7.30648138095755,6.20985770554629,6.54761904761905,5.29174637879202,5.20948643118312,5.58246828143022,6.03361725556239,7.35551663747811,7.75880971025842,8.36416327537304,8.18811099641751
Sikkim,KIDNAPPING & ABDUCTION,0.793650793650794,0.784313725490196,0,1.52671755725191,0.75187969924812,2.60223048327138,3.2967032967033,1.44927536231884,2.14285714285714,2.11267605633803,3.48432055749129,3.43642611683849
Tamil Nadu,KIDNAPPING & ABDUCTION,1.95774875020158,2.28085867620751,2.00044313613775,2.17118473895582,2.43606496173231,2.21570745255362,3.35905444301549,3.52551439078503,3.4188292094146,4.38730558302616,5.18873541319362,5.00769048745859
Tripura,KIDNAPPING & ABDUCTION,2.24791265253693,3.04182509505703,1.81363352095059,3.33333333333333,2.6219512195122,3.73269114990969,4.81569560047562,6.45918966529654,5.33642691415313,5.21788990825688,6.57223796033994,6.38297872340426
Uttar Pradesh,KIDNAPPING & ABDUCTION,3.66131268042679,2.86494371096234,1.83224954774361,2.78553535256679,2.65224547378321,2.94256745065922,3.80709797928341,4.9328251230706,5.54064375340971,5.85997363654875,7.92388854958617,8.18688029145708
Uttarakhand,KIDNAPPING & ABDUCTION,3.02666346384819,3.66084081247048,3.11193683232699,2.90153072880969,2.80962013935716,4.04867256637168,4.94445654541494,4.76190476190476,5.21978021978022,5.18533944189921,5.80989529870663,5.18323547276777
West Bengal,KIDNAPPING & ABDUCTION,1.79540170498579,1.76729735924011,2.01266395296246,2.52586656080192,2.54713049447182,2.90539885625666,3.81011717907551,4.52174325413762,5.13320032859993,6.42357479839178,8.54006535646891,9.49993162237316
A&N Islands,KIDNAPPING & ABDUCTION,1.22699386503067,0.606060606060606,1.18343195266272,1.72413793103448,0.552486187845304,2.65957446808511,4.59183673469388,6.34146341463415,6.51162790697674,3.57142857142857,5.15021459227468,2.9045643153527
Chandigarh,KIDNAPPING & ABDUCTION,12.6903553299492,11.75,6.79611650485437,10,10,12.1019108280255,9.29292929292929,8.04597701149425,6.54545454545455,4.83592400690846,7.59075907590759,10.4430379746835
D&N Haveli,KIDNAPPING & ABDUCTION,2.02020202020202,5.31914893617021,4.25531914893617,7.21649484536082,8.7378640776699,12.8440366972477,5.12820512820513,8.66141732283465,6.47482014388489,6.66666666666667,5,5.32544378698225
Daman & Diu,KIDNAPPING & ABDUCTION,4.54545454545455,2.8169014084507,1.33333333333333,0,2.4390243902439,1.17647058823529,1.13636363636364,1.12359550561798,0,2.1505376344086,2.10526315789474,0
Delhi UT,KIDNAPPING & ABDUCTION,15.4412942495595,13.8923459863099,12.0538415003025,12.9577879099868,15.8226037195994,14.8344002226552,15.800162469537,14.9670619235837,21.2233906129777,21.7147135904156,25.3187613843352,25.5168340224454
Lakshadweep,KIDNAPPING & ABDUCTION,0,0,0,0,0,0,0,2.7027027027027,0,0,0,0
Puducherry,KIDNAPPING & ABDUCTION,0.616016427104723,1.22699386503067,2.61044176706827,1.5625,0.56710775047259,2.37659963436929,2.46913580246914,1.52542372881356,2.11382113821138,2.1875,1.36157337367625,2.34948604992658
ALL INDIA K&A,KIDNAPPING & ABDUCTION,14645,14506,13296,15578,15750,17414,20416,22939,25741,29795,35565,38262
Andhra Pradesh,DOWRY DEATH,1.11456094260011,1.17603918384452,1.20538023797206,1.30849242249994,1.11905423497613,1.29633330002997,1.51455255225577,1.35941320293399,1.32152192855068,1.40926085706068,1.42199221346501,1.18540818966531
Arunachal Pradesh,DOWRY DEATH,0,0,0,0,0,0.180831826401447,0,0,0,0,0,0.168350168350168
Assam,DOWRY DEATH,0.458145674794223,0.53475935828877,0.451195668521582,0.548107547589067,0.722522259524157,0.755287009063444,0.709270161004327,0.720582062403806,1.17354687284274,1.19226052595722,0.813718897108272,0.929553150521214
Bihar,DOWRY DEATH,2.16073449880518,2.28617934300089,2.19947735191638,2.44452891148382,2.36656008588699,2.72564584958473,2.64488174760787,2.68739589117157,2.83221065523576,2.70852636342089,3.00127442650807,2.67082827097909
Chhattisgarh,DOWRY DEATH,0.675675675675676,0.806145675265554,0.736596736596737,0.651256650155935,0.902853015529072,0.915636945506267,0.875733426744899,0.914818330888064,1.08908363822003,0.965007971804984,0.860855889413128,0.661548513557661
Goa,DOWRY DEATH,0.303030303030303,0.303951367781155,0.3003003003003,0.294117647058824,0.286944045911047,0,0.271370420624152,0.262123197903014,0.379266750948167,0.122249388753056,0.118906064209275,0
Gujarat,DOWRY DEATH,0.275890467366687,0.251174850105331,0.215345350135588,0.227781486863292,0.185729763194552,0.1906941266209,0.157954118089507,0.100170661126363,0.087870244938308,0.06867387139914,0.107081667618504,0.074050565957897
Haryana,DOWRY DEATH,2.91381249361006,2.56641604010025,2.18310551676664,2.42231229492376,2.00852676456656,2.37297599106644,2.45976591075348,2.71460674157303,2.48386811632635,2.4695652173913,2.18228498074454,2.17372988457326
Himachal Pradesh,DOWRY DEATH,0.334448160535117,0.198216055500496,0.19588638589618,0.25823111684958,0.063856960408685,0.094756790903348,0.250078149421694,0.092850510677809,0.03065603923973,0.060734892195566,0.120409391932571,0.059683676514473
Jammu & Kashmir,DOWRY DEATH,0.271795943968221,0.370218017276841,0.202306291725673,0.179140127388535,0.09794319294809,0.192864030858245,0.170940170940171,0.39289055191768,0.221238938053097,0.163576881134133,0.197167951245743,0.14149274849664
Jharkhand,DOWRY DEATH,1.66143480591073,2.06704750450992,1.93529324863348,1.99767543222432,1.83702644746247,1.97734149602421,2.09993762561508,1.81669170878295,1.98626447616483,1.8324259726464,1.8462747152023,1.950148521245
Karnataka,DOWRY DEATH,0.847718865598027,0.885527515962299,0.727572757275728,0.958904109589041,0.954296160877514,0.881343687917645,0.89594859896484,0.913967111299315,0.921273031825796,0.856087541855086,0.911947537400096,0.736909711658723
Kerala,DOWRY DEATH,0.16490563732975,0.102924259853484,0.198079231692677,0.184512826617463,0.123974260582089,0.146421459529109,0.15692200395211,0.178818643285648,0.114534417592487,0.125106624964458,0.084726615454135,0.179583590549414
Madhya Pradesh,DOWRY DEATH,2.10697481317465,2.28552051542896,2.15504340017959,2.45096439411246,2.36790669358198,2.4045573285494,2.29493999752567,2.44785014899957,2.56609642301711,2.62491907480431,2.34888637877603,2.11868031594856
Maharashtra,DOWRY DEATH,0.662679117001592,0.641758800355827,0.767370089248478,0.644750621137143,0.689669120621309,0.77120822622108,0.85631235760861,0.75506766567927,0.650986980260395,0.740043310422747,0.629924186115653,0.603459344448724
Manipur,DOWRY DEATH,0,0,0,0,0,0,0,0.085397096498719,0,0,0.082372322899506,0
Meghalaya,DOWRY DEATH,0,0,0,0.168208578637511,0.083056478405316,0.492206726825267,0.162074554294976,0.16,0,0,0.077160493827161,0.07627765064836
Mizoram,DOWRY DEATH,0,0,0,0,0.884955752212389,0,0,0,0,0,0,0
Nagaland,DOWRY DEATH,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,DOWRY DEATH,1.62037037037037,1.3503947726654,1.5016146393972,1.69780190537016,1.75845003685374,2.38070431339862,2.37714639302841,2.04738078219136,1.94174757281553,1.94359565195612,2.30792138177487,2.58239055582882
Punjab,DOWRY DEATH,1.39792509231581,1.44097222222222,0.94283020485129,0.95649229727442,0.827759197324415,1.07402511566424,1.08615761535321,1.03342483449055,1.0059880239521,0.955690703735882,1.11788617886179,0.913312693498452
Rajasthan,DOWRY DEATH,1.38811976224757,1.44392574096189,1.38036265569,1.31927039821777,1.23326045367587,1.3216597900104,1.44669632558906,1.42177024970042,1.38831396274479,1.44714173844949,1.58465902084104,1.45121136681037
Sikkim,DOWRY DEATH,0,0,0,0,0,0,0,0,0,0.352112676056338,0,0.343642611683849
Tamil Nadu,DOWRY DEATH,0.616029672633446,0.776258625095834,0.696356787896053,0.705948795180723,0.668906726401593,0.577071439592655,0.636903668320167,0.629121964562502,0.585395292697646,0.494470916119752,0.452488687782805,0.325366777094179
Tripura,DOWRY DEATH,1.02761721258831,1.01394169835234,1.25078173858662,1.23456790123457,2.07317073170732,2.10716435881999,2.14030915576694,0.939518496770405,1.68213457076566,1.43348623853211,1.69971671388102,2.07166853303471
Uttar Pradesh,DOWRY DEATH,2.8117965739575,2.36002543292067,1.61589986799003,2.0472006808021,1.83870209264049,2.07398521218553,2.3501443368993,2.48585938281345,2.43535188216039,2.37592566792768,2.44508560958659,2.3225485934298
Uttarakhand,DOWRY DEATH,1.34518376171031,1.55880963627775,2.15977705527171,1.87342928946767,1.41604855023601,1.76991150442478,1.52472228272707,1.56585156585157,1.98647506339814,1.56184922948771,1.70396222541573,1.43753796315044
West Bengal,DOWRY DEATH,0.684577628519762,0.695204868980621,0.826674707271722,0.982557129742203,1.09337844132284,1.07831734031211,1.08073135079437,1.06937923839332,1.18765403121699,1.17827511678171,1.17365489943388,1.35159775721384
A&N Islands,DOWRY DEATH,0,0,0,0,0,0,0.510204081632653,0.975609756097561,0.465116279069767,0,0,0.829875518672199
Chandigarh,DOWRY DEATH,0.761421319796954,0.25,0.242718446601942,1.3953488372093,0.666666666666667,2.12314225053079,0.202020202020202,0.574712643678161,0.363636363636364,0.863557858376511,0.33003300330033,0.791139240506329
D&N Haveli,DOWRY DEATH,0,0,0,0,0,0.91743119266055,0,0,0,0,0,0
Daman & Diu,DOWRY DEATH,0,0,1.33333333333333,0,1.21951219512195,0,1.13636363636364,0,0,0,0,0
Delhi UT,DOWRY DEATH,1.81002723049816,2.10018668326073,1.96612220205687,1.85321370789822,1.63090128755365,1.90648483161703,1.86839967506093,1.699604743083,1.80815593741985,1.78460002495944,1.72434729811779,1.58298877731837
Lakshadweep,DOWRY DEATH,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,DOWRY DEATH,0.205338809034908,1.02249488752556,0.200803212851406,1.171875,0.756143667296786,0.548446069469835,0.352733686067019,0.338983050847458,0,0.15625,0.151285930408472,0
ALL INDIA ,DOWRY DEATH,6851,6822,6208,7026,6787,7618,8093,8172,8383,8391,8618,8233
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,9.40477138232094,9.95049634615888,10.6777030522504,9.75491323570753,9.08126405132998,11.3248076730942,10.8860008894599,11.5647921760391,12.4576435279311,11.1063177068354,11.5112524926408,11.3272338123574
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,15.0579150579151,12.952380952381,8.08270676691729,11.317254174397,12.2710622710623,11.3924050632911,12.8571428571429,12.6984126984127,10.1221640488656,14.4827586206897,8.68824531516184,11.2794612794613
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6.60040378940829,7.51718869365928,6.60249661603249,6.54025627731279,6.56108597285068,9.27924039706517,5.59614157032414,8.89883867356933,9.26411707855861,9.53808420765772,8.02286482851379,12.2169842639931
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1.41365865928814,1.53151820065108,1.66473093302362,1.67244737967406,1.05258244451187,1.2159867847474,1.92498645964976,2.2187673514714,1.58778759513603,1.15063888469909,1.67799490229397,0.247182538020026
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,17.0173745173745,14.064871016692,13.8088578088578,15.2357365620987,13.0913687251715,14.205707173971,13.5651107802785,13.9898161732977,13.5965285459032,14.3156834773853,13.6909196258588,13.0757922247632
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2.57575757575758,2.73556231003039,2.85285285285285,3.38235294117647,4.30416068866571,2.51396648044693,2.71370420624152,4.19397116644823,4.67762326169406,4.40097799511003,3.44827586206897,5.68445475638051
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3.11303273625695,3.03840544482256,2.8792470888499,2.97294113026745,3.10323479337564,2.80701754385965,3.09138773975179,3.07190027454181,2.66173616958957,2.41442874182239,2.4450314106225,2.62703198279206
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4.88702586647582,4.55137844611529,3.38283017012489,3.88921057710867,3.60018948365703,4.52261306532663,3.81309436722751,3.91011235955056,3.98656412976222,4.13913043478261,4.05648267008986,4.42328755581768
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,10.3678929765886,10.7697390155269,8.16193274567418,9.1672046481601,9.13154533844189,8.68603916614024,10.0656455142232,9.13030021665119,9.74862047823421,10.6286061342241,9.96387718242023,7.46045956430916
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,13.0043905498641,16.1456190867956,17.7018005259964,19.7054140127389,16.258570029383,18.5149469623915,18.7274453941121,17.4929840972872,17.9203539823009,18.86586695747,21.4016848897652,23.3816766890697
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2.27394533343542,3.08929645219483,3.131924951987,2.98561673688799,2.09435310936383,2.91323622545915,2.37022662693187,1.85084004917361,1.85833557769997,1.6266100119506,2.07542228623805,1.83391450342245
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6.41569050554871,6.26330191547583,5.94434443444345,5.31284709366901,5.79524680073126,6.0791042080549,6.52507585222203,6.89533488601877,7.6284198771636,8.78180123580379,8.90771227542865,10.0665922996315
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,11.8609906553472,12.8534237452322,11.6866746698679,13.4515802630796,13.8083712143574,14.8939908633009,15.2504940137161,15.8341024457776,14.5458710342458,16.6960477679841,21.2155445097153,20.9607722094394
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,24.4360642125657,24.136995591726,22.7742858093053,21.8334910740511,20.5902143612419,19.6487583797564,20.9451936162316,19.5980052301891,18.862902261036,19.5574127479254,19.3037333101631,18.9768741623656
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6.07384138732304,5.68899055364934,5.54883643339728,5.81302231987023,6.52859800986975,6.93290289153265,6.49304737214235,7.0066407233161,6.10133251880417,6.8938894642689,7.04994797086368,7.21766723527578
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1.96078431372549,5.34069981583794,4,2.69299820466786,2.21434898139947,3.6745406824147,6.05012964563526,4.86763450042699,3.28836424957841,2.58333333333333,3.13014827018122,3.98698128559805
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2.18722659667542,1.98618307426598,1.10826939471441,2.85954583683768,3.65448504983389,4.67596390484003,3.64667747163695,4.32,5.69169960474308,3.75,5.70987654320988,3.27993897787948
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,12.1212121212121,16.7816091954023,19.9546485260771,14.7651006711409,10.8407079646018,11.1353711790393,14.2241379310345,16.5957446808511,12.8421052631579,15.5925155925156,14.7843942505133,17.2413793103448
