STATE/UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,CRUELTY BY HUSBAND OR RELATIVES,DOWRY DEATH,IMMORAL TRAFFIC(PREVENTION)ACT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,INSULT TO THE MODESTY OF WOMEN,KIDNAPPING & ABDUCTION,RAPE
Andhra Pradesh,9.08126405132998,21.966807285219893,1.11905423497613,1.72026170207391,6.71179932806224,6.3354131406775,2.51345138555586,2.3618864778841497
Arunachal Pradesh,12.2710622710623,1.64835164835165,0.0,0.0,0.0,0.0,7.142857142857139,6.41025641025641
Assam,6.561085972850679,16.0998394394979,0.722522259524157,0.18245511604145395,0.0,0.138665888191505,10.6261859582543,9.03517734637279
Bihar,1.05258244451187,3.67353607020328,2.36656008588699,0.065348799215815,0.0,0.030340513921628,2.1681798025532704,2.6769668821621098
Chhattisgarh,13.091368725171499,6.60888407367281,0.902853015529072,0.054171180931744015,0.0,1.19176598049838,1.6612495485734902,8.93824485373781
Goa,4.30416068866571,1.57819225251076,0.286944045911047,5.4519368723099015,0.0,1.14777618364419,1.72166427546628,2.8694404591104705
Gujarat,3.10323479337564,15.825723572202401,0.185729763194552,0.228292833926637,0.0,0.4024144869215289,3.5443429809627003,1.25367590156323
Haryana,3.60018948365703,19.658929417337802,2.00852676456656,0.805305542396968,0.0,5.65608716248224,3.2591189009947903,4.36759829464709
Himachal Pradesh,9.13154533844189,7.2796934865900385,0.06385696040868499,0.127713920817369,0.0,0.925925925925926,3.2567049808429105,4.50191570881226
Jammu & Kashmir,16.258570029382998,1.4887365328109698,0.09794319294809,0.058765915768854,0.0,7.26738491674829,12.889324191968699,3.93731635651322
Jharkhand,2.09435310936383,4.21729807005004,1.83702644746247,0.092923516797713,0.014295925661187,0.257326661901358,2.0228734810579,5.3824160114367405
Karnataka,5.79524680073126,6.88482632541134,0.954296160877514,4.53747714808044,0.0,0.259597806215722,1.14076782449726,1.25411334552102
Kerala,13.8083712143574,19.381309404333198,0.123974260582089,1.32829564909381,0.637581911565027,1.03311883818407,0.7615561721471159,2.82189031229707
Madhya Pradesh,20.590214361241895,9.577365503540651,2.36790669358198,0.060879874395207,0.0,2.53772950110545,1.93533916498446,9.35947963728412
Maharashtra,6.528598009869749,12.606180729714401,0.689669120621309,0.44899279993528,0.016179920718389,1.85866839252488,1.72113906641857,3.12474718873878
Manipur,2.2143489813994703,1.77147918511958,0.0,0.08857395925597901,0.0,0.0,6.1116031886625315,2.2143489813994703
Meghalaya,3.65448504983389,0.249169435215947,0.08305647840531599,0.08305647840531599,0.0,0.0,1.5780730897009998,5.23255813953488
Mizoram,10.840707964601801,0.0,0.8849557522123891,0.22123893805309694,0.0,0.8849557522123891,0.0,8.1858407079646
Nagaland,0.704934541792548,0.0,0.0,0.40281973816717,0.0,0.0,0.906344410876133,1.7119838872104698
Odisha,11.782668211013998,8.79751500473834,1.75845003685374,0.152679793619038,0.005264820469622,0.968726966410445,2.8798567968832303,4.206591555227971
Punjab,2.5752508361204,6.09531772575251,0.827759197324415,0.48494983277592,0.0,0.35953177257525104,2.75083612040134,3.32775919732441
Rajasthan,8.550833561082259,20.4871549603717,1.2332604536758702,0.392866903525553,0.372369499863351,0.095654550423613,5.29174637879202,3.39232030609456
Sikkim,14.285714285714299,1.50375939849624,0.0,0.0,0.0,0.0,0.75187969924812,6.76691729323308
Tamil Nadu,5.48814635056935,5.13347022587269,0.668906726401593,8.63978594984755,0.093335822288594,2.06894406073051,2.4360649617323102,1.7764918175595803
Tripura,9.817073170731712,26.768292682926802,2.07317073170732,0.0,0.0,0.060975609756098,2.6219512195122,9.878048780487813
Uttar Pradesh,2.15730072889725,5.29626146249706,1.83870209264049,0.036444862450035004,0.0,3.3870209264048903,2.6522454737832097,1.4307547613449298
Uttarakhand,2.24769611148573,6.11373342324118,1.41604855023601,0.044953922229715,0.0,2.0004495392223,2.8096201393571603,2.9894358282760205
West Bengal,3.85379127748768,17.0037508273884,1.09337844132284,0.181412566497512,0.002451521168885,0.132382143119806,2.54713049447182,4.13326469074061
A&N Islands,6.077348066298339,2.7624309392265203,0.0,0.0,0.0,0.5524861878453039,0.5524861878453039,2.20994475138122
Chandigarh,6.888888888888888,16.6666666666667,0.666666666666667,2.0,0.0,2.0,10.0,7.33333333333333
D&N Haveli,4.85436893203883,4.85436893203883,0.0,0.0,0.0,0.0,8.7378640776699,4.85436893203883
Daman & Diu,1.21951219512195,3.65853658536585,1.21951219512195,1.21951219512195,0.0,0.0,2.4390243902439,2.4390243902439
Delhi UT,10.9012875536481,18.9413447782547,1.63090128755365,2.16022889842632,0.014306151645208,3.2188841201716696,15.8226037195994,9.4134477825465
Lakshadweep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,11.342155009451801,1.13421550094518,0.7561436672967858,0.9451795841209828,0.0,4.914933837429111,0.56710775047259,1.13421550094518
