STATE/UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,CRUELTY BY HUSBAND OR RELATIVES,DOWRY DEATH,IMMORAL TRAFFIC(PREVENTION)ACT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,INSULT TO THE MODESTY OF WOMEN,KIDNAPPING & ABDUCTION,RAPE
Andhra Pradesh,11.106317706835403,28.952161825328304,1.4092608570606795,1.31339277154635,1.80471670980731,10.933755152909601,3.66935097306107,3.26430831176301
Arunachal Pradesh,14.4827586206897,2.06896551724138,0.0,0.0,0.0,0.172413793103448,7.93103448275862,8.103448275862071
Assam,9.538084207657722,36.8578825453059,1.19226052595722,0.170322932279602,0.0,0.136258345823682,18.8513421447064,11.725030658127801
Bihar,1.15063888469909,4.89344739166972,2.70852636342089,0.051714107177487,0.0,0.034476071451658,5.53556422245685,1.71302980025426
Chhattisgarh,14.315683477385301,7.2249727280355796,0.965007971804984,0.100696484014433,0.008391373667869,1.5272300075522398,2.34119325333557,8.49207015188386
Goa,4.40097799511003,2.07823960880196,0.122249388753056,1.9559902200489,0.0,1.9559902200489,2.2004889975550097,4.40097799511003
Gujarat,2.41442874182239,20.2407199913254,0.06867387139914,0.166263057071602,0.0,0.397585571258178,4.66259442657317,1.47468102793942
Haryana,4.13913043478261,23.652173913043494,2.4695652173913,0.495652173913043,0.0,5.043478260869572,6.20869565217391,6.26086956521739
Himachal Pradesh,10.6286061342241,8.351047676890369,0.060734892195566,0.030367446097783,0.0,2.3686607956270898,4.91952626784087,4.85879137564531
Jammu & Kashmir,18.86586695747,3.8349691021446697,0.163576881134133,0.07270083605961501,0.0,4.76190476190476,15.2671755725191,4.4529262086514
Jharkhand,1.6266100119506002,4.31549595007303,1.8324259726464,0.08630991900146101,0.039835347231443004,0.10622759261718198,4.6209002788474285,5.13212056831762
Karnataka,8.78180123580379,11.8782146432393,0.856087541855086,0.8353757464876249,0.0,0.286513169249888,2.0228520142221003,2.0228520142221003
Kerala,16.696047767984098,27.278930907023,0.125106624964458,1.75717941427353,0.210406596531134,3.0537389820870096,1.04634631788456,3.60534546488484
Madhya Pradesh,19.557412747925397,11.0529103643105,2.62491907480431,0.055911953387087016,0.0,2.70143016891295,3.03101642045789,9.2254723088694
Maharashtra,6.8938894642689,13.998681856699,0.7400433104227472,0.5762169287261091,0.0,2.22201299312682,2.11656152904623,3.0110159118727005
Manipur,2.5833333333333304,1.5,0.0,0.0,0.0,0.0,8.91666666666667,2.8333333333333304
Meghalaya,3.75,1.875,0.0,0.234375,0.0,0.0,2.890625,11.640625
Mizoram,15.5925155925156,0.6237006237006241,0.0,0.0,0.0,0.0,0.0,19.1268191268191
Nagaland,1.2310606060606102,0.09469696969697,0.0,0.189393939393939,0.0,0.284090909090909,0.568181818181818,1.51515151515152
Odisha,14.551921053949801,10.354155187096099,1.94359565195612,0.12523167860542,0.0,1.1621499774583,4.56845163552572,5.13449882282222
Punjab,2.75649632730432,9.1856883342548,0.955690703735882,0.465997946449727,0.0,0.30013427059474,4.54940368059395,4.3124555722296805
Rajasthan,7.3265465935786995,34.909945184025105,1.44714173844949,0.25685199686765897,0.250587314017228,0.07204385277995301,7.7588097102584195,4.9209083790133095
Sikkim,3.87323943661972,1.05633802816901,0.35211267605633795,1.05633802816901,0.0,0.0,2.1126760563380302,6.33802816901408
Tamil Nadu,4.21049477059546,4.70496568671521,0.494470916119752,1.69918187539333,0.041955108034403,1.91195420899637,4.38730558302616,2.05580029368576
Tripura,21.5596330275229,53.72706422018349,1.43348623853211,0.05733944954128501,0.0,0.5160550458715599,5.21788990825688,13.646788990825698
Uttar Pradesh,2.99321623388454,8.54990301250656,2.3759256679276803,0.024648755237861,0.001071685010342,0.011788535113759,5.859973636548751,1.67504367116417
Uttarakhand,2.60308204914619,6.95543523531862,1.56184922948771,0.08329862557267799,0.0,3.43606830487297,5.1853394418992105,2.51978342357351
West Bengal,5.7286946013153885,41.358153803249,1.17827511678171,0.13014478607450802,0.00464802807409,0.3788142880383,6.423574798391781,5.3707964396105
A&N Islands,13.839285714285701,4.017857142857141,0.0,1.33928571428571,0.0,4.46428571428571,3.5714285714285694,10.7142857142857
Chandigarh,5.00863557858377,7.08117443868739,0.863557858376511,0.518134715025907,0.0,0.690846286701209,4.83592400690846,5.35405872193437
D&N Haveli,7.33333333333333,2.0,0.0,0.666666666666667,0.0,1.33333333333333,6.66666666666667,2.0
Daman & Diu,2.1505376344086,3.2258064516129,0.0,6.45161290322581,0.0,0.0,2.1505376344086,1.0752688172043
Delhi UT,7.50031199301136,17.5215275177836,1.78460002495944,0.349432172719331,0.0,0.998377636340946,21.714713590415602,6.32721827031075
Lakshadweep,0.0,0.0,0.0,0.0,2.63157894736842,0.0,0.0,0.0
Puducherry,7.1875,1.09375,0.15625,1.71875,0.0,3.4375,2.1875,0.46875
